text,label
Word1: High Word2: low,false
Word1: Sad Word2: clock,false
Word1: Smooth Word2: rough,false
Word1: Finish Word2: complete,true
Word1: Fast Word2: green,false
Word1: Honest Word2: truthful,true
Word1: Narrow Word2: wide,false
Word1: Small Word2: tiny,true
Word1: Capture Word2: release,false
Word1: Day Word2: night,false
Word1: Dark Word2: dim,true
Word1: Angry Word2: mad,true
Word1: Major Word2: minor,false
Word1: Easy Word2: difficult,false
Word1: Beautiful Word2: ugly,false
Word1: Angry Word2: irate,true
Word1: Tired Word2: exhausted,true
Word1: Easy Word2: simple,true
Word1: Optimistic Word2: pessimistic,false
Word1: Begin Word2: commence,true
Word1: Rich Word2: wealthy,true
Word1: Young Word2: youthful,true
Word1: Love Word2: adore,true
Word1: Private Word2: public,false
Word1: Strong Word2: sturdy,true
Word1: Begin Word2: start,true
Word1: Sad Word2: unhappy,true
Word1: Scared Word2: frightened,true
Word1: Far Word2: distant,true
Word1: Dirty Word2: messy,true
Word1: Strong Word2: weak,false
Word1: Important Word2: essential,true
Word1: Colour Word2: purple,false
Word1: Hate Word2: detest,true
Word1: Apple Word2: book,false
Word1: Light Word2: sandwich,false
Word1: Mountain Word2: spoon,false
Word1: Strong Word2: powerful,true
Word1: Jump Word2: leap,true
Word1: Sharp Word2: blunt,false
Word1: Happy Word2: spoon,false
Word1: Clean Word2: tidy,true
Word1: Accept Word2: reject,false
Word1: Fish Word2: bookcase,false
Word1: Full Word2: empty,false
Word1: Success Word2: failure,false
Word1: Old Word2: ancient,true
Word1: End Word2: finish,true
Word1: Car Word2: banana,false
Word1: Help Word2: assist,true
Word1: Protect Word2: attack,false
Word1: Cold Word2: chilly,true
Word1: Happy Word2: sad,false
Word1: Bright Word2: dull,false
Word1: Scared Word2: afraid,true
Word1: Present Word2: absent,false
Word1: Honest Word2: blanket,false
Word1: Cold Word2: hot,false
Word1: Thin Word2: slim,true
Word1: Big Word2: huge,true
Word1: Loud Word2: noisy,true
Word1: Baby Word2: car,false
Word1: Happy Word2: joyful,true
Word1: Sky Word2: music,false
Word1: Loud Word2: silent,false
Word1: Blue Word2: triangle,false
Word1: Silent Word2: quiet,true
Word1: Friendly Word2: hostile,false
Word1: Victory Word2: defeat,false
Word1: Gain Word2: lose,false
Word1: Old Word2: new,false
Word1: Near Word2: close,true
Word1: Funny Word2: humorous,true
Word1: Polite Word2: rude,false
Word1: Warm Word2: hot,true
Word1: Strength Word2: weakness,false
Word1: Sad Word2: sorrowful,true
Word1: Thick Word2: dense,true
Word1: Car Word2: car,true
Word1: Dishonest Word2: deceitful,true
Word1: Big Word2: large,true
Word1: Near Word2: far,false
Word1: Together Word2: apart,false
Word1: Thin Word2: fat,false
Word1: Happy Word2: happy,true
Word1: colour Word2: color,true
Word1: Rich Word2: poor,false
Word1: Raise Word2: lower,false
Word1: Include Word2: exclude,false
Word1: Buy Word2: sell,false
Word1: Weak Word2: frail,true
Word1: Generous Word2: stingy,false
Word1: Delicious Word2: tasty,true
Word1: Sleepy Word2: drowsy,true
Word1: Fast Word2: quick,true
Word1: Trust Word2: doubt,false
Word1: Beautiful Word2: attractive,true
Word1: Dog Word2: table,false
Word1: Job Word2: occupation,true
Word1: Honest Word2: dishonest,false
Word1: Poor Word2: destitute,true
Word1: Hot Word2: pencil,false
Word1: Brave Word2: cowardly,false
Word1: Expand Word2: shrink,false
Word1: Heavy Word2: light,false
Word1: Clean Word2: dirty,false
Word1: Permanent Word2: temporary,false
Word1: Big Word2: melody,false
Word1: Water Word2: chair,false
Word1: Soft Word2: smooth,true
Word1: Loud Word2: tree,false
Word1: Big Word2: tiny,false
Word1: Tall Word2: ketchup,false
Word1: Begin Word2: end,false
Word1: Entrance Word2: exit,false
Word1: Common Word2: rare,false
Word1: Clean Word2: spotless,true
Word1: Light Word2: dark,false
Word1: Fast Word2: slow,false
Word1: Bright Word2: luminous,true
Word1: Child Word2: kid,true
Word1: Car Word2: van,false
Word1: Love Word2: hate,false
Word1: Deep Word2: shallow,false
Word1: Jump Word2: sweater,false
Word1: Smart Word2: intelligent,true
Word1: Visible Word2: invisible,false
Word1: Honest Word2: sincere,true
Word1: Quick Word2: rapid,true
Word1: Rough Word2: coarse,true
Word1: Difficult Word2: hard,true
Word1: Love Word2: brick,false
Word1: High Word2: low,false
Word1: Sad Word2: clock,false
Word1: Smooth Word2: rough,false
Word1: Finish Word2: complete,true
Word1: Fast Word2: green,false
Word1: Honest Word2: truthful,true
Word1: Narrow Word2: wide,false
Word1: Small Word2: tiny,true
Word1: Capture Word2: release,false
Word1: Day Word2: night,false
Word1: Dark Word2: dim,true
Word1: Angry Word2: mad,true
Word1: Major Word2: minor,false
Word1: Easy Word2: difficult,false
Word1: Beautiful Word2: ugly,false
Word1: Angry Word2: irate,true
Word1: Tired Word2: exhausted,true
Word1: Easy Word2: simple,true
Word1: Optimistic Word2: pessimistic,false
Word1: Begin Word2: commence,true
Word1: Rich Word2: wealthy,true
Word1: Young Word2: youthful,true
Word1: Love Word2: adore,true
Word1: Private Word2: public,false
Word1: Strong Word2: sturdy,true
Word1: Begin Word2: start,true
Word1: Sad Word2: unhappy,true
Word1: Scared Word2: frightened,true
Word1: Far Word2: distant,true
Word1: Dirty Word2: messy,true
Word1: Strong Word2: weak,false
Word1: Important Word2: essential,true
Word1: Colour Word2: purple,false
Word1: Hate Word2: detest,true
Word1: Apple Word2: book,false
Word1: Light Word2: sandwich,false
Word1: Mountain Word2: spoon,false
Word1: Strong Word2: powerful,true
Word1: Jump Word2: leap,true
Word1: Sharp Word2: blunt,false
Word1: Happy Word2: spoon,false
Word1: Clean Word2: tidy,true
Word1: Accept Word2: reject,false
Word1: Fish Word2: bookcase,false
Word1: Full Word2: empty,false
Word1: Success Word2: failure,false
Word1: Old Word2: ancient,true
Word1: End Word2: finish,true
Word1: Car Word2: banana,false
Word1: Help Word2: assist,true
Word1: Protect Word2: attack,false
Word1: Cold Word2: chilly,true
Word1: Happy Word2: sad,false
Word1: Bright Word2: dull,false
Word1: Scared Word2: afraid,true
Word1: Present Word2: absent,false
Word1: Honest Word2: blanket,false
Word1: Cold Word2: hot,false
Word1: Thin Word2: slim,true
Word1: Big Word2: huge,true
Word1: Loud Word2: noisy,true
Word1: Baby Word2: car,false
Word1: Happy Word2: joyful,true
Word1: Sky Word2: music,false
Word1: Loud Word2: silent,false
Word1: Blue Word2: triangle,false
Word1: Silent Word2: quiet,true
Word1: Friendly Word2: hostile,false
Word1: Victory Word2: defeat,false
Word1: Gain Word2: lose,false
Word1: Old Word2: new,false
Word1: Near Word2: close,true
Word1: Funny Word2: humorous,true
Word1: Polite Word2: rude,false
Word1: Warm Word2: hot,true
Word1: Strength Word2: weakness,false
Word1: Sad Word2: sorrowful,true
Word1: Thick Word2: dense,true
Word1: Car Word2: car,true
Word1: Dishonest Word2: deceitful,true
Word1: Big Word2: large,true
Word1: Near Word2: far,false
Word1: Together Word2: apart,false
Word1: Thin Word2: fat,false
Word1: Happy Word2: happy,true
Word1: colour Word2: color,true
Word1: Rich Word2: poor,false
Word1: Raise Word2: lower,false
Word1: Include Word2: exclude,false
Word1: Buy Word2: sell,false
Word1: Weak Word2: frail,true
Word1: Generous Word2: stingy,false
Word1: Delicious Word2: tasty,true
Word1: Sleepy Word2: drowsy,true
Word1: Fast Word2: quick,true
Word1: Trust Word2: doubt,false
Word1: Beautiful Word2: attractive,true
Word1: Dog Word2: table,false
Word1: Job Word2: occupation,true
Word1: Honest Word2: dishonest,false
Word1: Poor Word2: destitute,true
Word1: Hot Word2: pencil,false
Word1: Brave Word2: cowardly,false
Word1: Expand Word2: shrink,false
Word1: Heavy Word2: light,false
Word1: Clean Word2: dirty,false
Word1: Permanent Word2: temporary,false
Word1: Big Word2: melody,false
Word1: Water Word2: chair,false
Word1: Soft Word2: smooth,true
Word1: Loud Word2: tree,false
Word1: Big Word2: tiny,false
Word1: Tall Word2: ketchup,false
Word1: Begin Word2: end,false
Word1: Entrance Word2: exit,false
Word1: Common Word2: rare,false
Word1: Clean Word2: spotless,true
Word1: Light Word2: dark,false
Word1: Fast Word2: slow,false
Word1: Bright Word2: luminous,true
Word1: Child Word2: kid,true
Word1: Car Word2: van,false
Word1: Love Word2: hate,false
Word1: Deep Word2: shallow,false
Word1: Jump Word2: sweater,false
Word1: Smart Word2: intelligent,true
Word1: Visible Word2: invisible,false
Word1: Honest Word2: sincere,true
Word1: Quick Word2: rapid,true
Word1: Rough Word2: coarse,true
Word1: Difficult Word2: hard,true
Word1: Love Word2: brick,false
Word1: High Word2: low,false
Word1: Sad Word2: clock,false
Word1: Smooth Word2: rough,false
Word1: Finish Word2: complete,true
Word1: Fast Word2: green,false
Word1: Honest Word2: truthful,true
Word1: Narrow Word2: wide,false
Word1: Small Word2: tiny,true
Word1: Capture Word2: release,false
Word1: Day Word2: night,false
Word1: Dark Word2: dim,true
Word1: Angry Word2: mad,true
Word1: Major Word2: minor,false
Word1: Easy Word2: difficult,false
Word1: Beautiful Word2: ugly,false
Word1: Angry Word2: irate,true
Word1: Tired Word2: exhausted,true
Word1: Easy Word2: simple,true
Word1: Optimistic Word2: pessimistic,false
Word1: Begin Word2: commence,true
Word1: Rich Word2: wealthy,true
Word1: Young Word2: youthful,true
Word1: Love Word2: adore,true
Word1: Private Word2: public,false
Word1: Strong Word2: sturdy,true
Word1: Begin Word2: start,true
Word1: Sad Word2: unhappy,true
Word1: Scared Word2: frightened,true
Word1: Far Word2: distant,true
Word1: Dirty Word2: messy,true
Word1: Strong Word2: weak,false
Word1: Important Word2: essential,true
Word1: Colour Word2: purple,false
Word1: Hate Word2: detest,true
Word1: Apple Word2: book,false
Word1: Light Word2: sandwich,false
Word1: Mountain Word2: spoon,false
Word1: Strong Word2: powerful,true
Word1: Jump Word2: leap,true
Word1: Sharp Word2: blunt,false
Word1: Happy Word2: spoon,false
Word1: Clean Word2: tidy,true
Word1: Accept Word2: reject,false
Word1: Fish Word2: bookcase,false
Word1: Full Word2: empty,false
Word1: Success Word2: failure,false
Word1: Old Word2: ancient,true
Word1: End Word2: finish,true
Word1: Car Word2: banana,false
Word1: Help Word2: assist,true
Word1: Protect Word2: attack,false
Word1: Cold Word2: chilly,true
Word1: Happy Word2: sad,false
Word1: Bright Word2: dull,false
Word1: Scared Word2: afraid,true
Word1: Present Word2: absent,false
Word1: Honest Word2: blanket,false
Word1: Cold Word2: hot,false
Word1: Thin Word2: slim,true
Word1: Big Word2: huge,true
Word1: Loud Word2: noisy,true
Word1: Baby Word2: car,false
Word1: Happy Word2: joyful,true
Word1: Sky Word2: music,false
Word1: Loud Word2: silent,false
Word1: Blue Word2: triangle,false
Word1: Silent Word2: quiet,true
Word1: Friendly Word2: hostile,false
Word1: Victory Word2: defeat,false
Word1: Gain Word2: lose,false
Word1: Old Word2: new,false
Word1: Near Word2: close,true
Word1: Funny Word2: humorous,true
Word1: Polite Word2: rude,false
Word1: Warm Word2: hot,true
Word1: Strength Word2: weakness,false
Word1: Sad Word2: sorrowful,true
Word1: Thick Word2: dense,true
Word1: Car Word2: car,true
Word1: Dishonest Word2: deceitful,true
Word1: Big Word2: large,true
Word1: Near Word2: far,false
Word1: Together Word2: apart,false
Word1: Thin Word2: fat,false
Word1: Happy Word2: happy,true
Word1: colour Word2: color,true
Word1: Rich Word2: poor,false
Word1: Raise Word2: lower,false
Word1: Include Word2: exclude,false
Word1: Buy Word2: sell,false
Word1: Weak Word2: frail,true
Word1: Generous Word2: stingy,false
Word1: Delicious Word2: tasty,true
Word1: Sleepy Word2: drowsy,true
Word1: Fast Word2: quick,true
Word1: Trust Word2: doubt,false
Word1: Beautiful Word2: attractive,true
Word1: Dog Word2: table,false
Word1: Job Word2: occupation,true
Word1: Honest Word2: dishonest,false
Word1: Poor Word2: destitute,true
Word1: Hot Word2: pencil,false
Word1: Brave Word2: cowardly,false
Word1: Expand Word2: shrink,false
Word1: Heavy Word2: light,false
Word1: Clean Word2: dirty,false
Word1: Permanent Word2: temporary,false
Word1: Big Word2: melody,false
Word1: Water Word2: chair,false
Word1: Soft Word2: smooth,true
Word1: Loud Word2: tree,false
Word1: Big Word2: tiny,false
Word1: Tall Word2: ketchup,false
Word1: Begin Word2: end,false
Word1: Entrance Word2: exit,false
Word1: Common Word2: rare,false
Word1: Clean Word2: spotless,true
Word1: Light Word2: dark,false
Word1: Fast Word2: slow,false
Word1: Bright Word2: luminous,true
Word1: Child Word2: kid,true
Word1: Car Word2: van,false
Word1: Love Word2: hate,false
Word1: Deep Word2: shallow,false
Word1: Jump Word2: sweater,false
Word1: Smart Word2: intelligent,true
Word1: Visible Word2: invisible,false
Word1: Honest Word2: sincere,true
Word1: Quick Word2: rapid,true
Word1: Rough Word2: coarse,true
Word1: Difficult Word2: hard,true
Word1: Love Word2: brick,false
Word1: High Word2: low,false
Word1: Sad Word2: clock,false
Word1: Smooth Word2: rough,false
Word1: Finish Word2: complete,true
Word1: Fast Word2: green,false
Word1: Honest Word2: truthful,true
Word1: Narrow Word2: wide,false
Word1: Small Word2: tiny,true
Word1: Capture Word2: release,false
Word1: Day Word2: night,false
Word1: Dark Word2: dim,true
Word1: Angry Word2: mad,true
Word1: Major Word2: minor,false
Word1: Easy Word2: difficult,false
Word1: Beautiful Word2: ugly,false
Word1: Angry Word2: irate,true
Word1: Tired Word2: exhausted,true
Word1: Easy Word2: simple,true
Word1: Optimistic Word2: pessimistic,false
Word1: Begin Word2: commence,true
Word1: Rich Word2: wealthy,true
Word1: Young Word2: youthful,true
Word1: Love Word2: adore,true
Word1: Private Word2: public,false
Word1: Strong Word2: sturdy,true
Word1: Begin Word2: start,true
Word1: Sad Word2: unhappy,true
Word1: Scared Word2: frightened,true
Word1: Far Word2: distant,true
Word1: Dirty Word2: messy,true
Word1: Strong Word2: weak,false
Word1: Important Word2: essential,true
Word1: Colour Word2: purple,false
Word1: Hate Word2: detest,true
Word1: Apple Word2: book,false
Word1: Light Word2: sandwich,false
Word1: Mountain Word2: spoon,false
Word1: Strong Word2: powerful,true
Word1: Jump Word2: leap,true
Word1: Sharp Word2: blunt,false
Word1: Happy Word2: spoon,false
Word1: Clean Word2: tidy,true
Word1: Accept Word2: reject,false
Word1: Fish Word2: bookcase,false
Word1: Full Word2: empty,false
Word1: Success Word2: failure,false
Word1: Old Word2: ancient,true
Word1: End Word2: finish,true
Word1: Car Word2: banana,false
Word1: Help Word2: assist,true
Word1: Protect Word2: attack,false
Word1: Cold Word2: chilly,true
Word1: Happy Word2: sad,false
Word1: Bright Word2: dull,false
Word1: Scared Word2: afraid,true
Word1: Present Word2: absent,false
Word1: Honest Word2: blanket,false
Word1: Cold Word2: hot,false
Word1: Thin Word2: slim,true
Word1: Big Word2: huge,true
Word1: Loud Word2: noisy,true
Word1: Baby Word2: car,false
Word1: Happy Word2: joyful,true
Word1: Sky Word2: music,false
Word1: Loud Word2: silent,false
Word1: Blue Word2: triangle,false
Word1: Silent Word2: quiet,true
Word1: Friendly Word2: hostile,false
Word1: Victory Word2: defeat,false
Word1: Gain Word2: lose,false
Word1: Old Word2: new,false
Word1: Near Word2: close,true
Word1: Funny Word2: humorous,true
Word1: Polite Word2: rude,false
Word1: Warm Word2: hot,true
Word1: Strength Word2: weakness,false
Word1: Sad Word2: sorrowful,true
Word1: Thick Word2: dense,true
Word1: Car Word2: car,true
Word1: Dishonest Word2: deceitful,true
Word1: Big Word2: large,true
Word1: Near Word2: far,false
Word1: Together Word2: apart,false
Word1: Thin Word2: fat,false
Word1: Happy Word2: happy,true
Word1: colour Word2: color,true
Word1: Rich Word2: poor,false
Word1: Raise Word2: lower,false
Word1: Include Word2: exclude,false
Word1: Buy Word2: sell,false
Word1: Weak Word2: frail,true
Word1: Generous Word2: stingy,false
Word1: Delicious Word2: tasty,true
Word1: Sleepy Word2: drowsy,true
Word1: Fast Word2: quick,true
Word1: Trust Word2: doubt,false
Word1: Beautiful Word2: attractive,true
Word1: Dog Word2: table,false
Word1: Job Word2: occupation,true
Word1: Honest Word2: dishonest,false
Word1: Poor Word2: destitute,true
Word1: Hot Word2: pencil,false
Word1: Brave Word2: cowardly,false
Word1: Expand Word2: shrink,false
Word1: Heavy Word2: light,false
Word1: Clean Word2: dirty,false
Word1: Permanent Word2: temporary,false
Word1: Big Word2: melody,false
Word1: Water Word2: chair,false
Word1: Soft Word2: smooth,true
Word1: Loud Word2: tree,false
Word1: Big Word2: tiny,false
Word1: Tall Word2: ketchup,false
Word1: Begin Word2: end,false
Word1: Entrance Word2: exit,false
Word1: Common Word2: rare,false
Word1: Clean Word2: spotless,true
Word1: Light Word2: dark,false
Word1: Fast Word2: slow,false
Word1: Bright Word2: luminous,true
Word1: Child Word2: kid,true
Word1: Car Word2: van,false
Word1: Love Word2: hate,false
Word1: Deep Word2: shallow,false
Word1: Jump Word2: sweater,false
Word1: Smart Word2: intelligent,true
Word1: Visible Word2: invisible,false
Word1: Honest Word2: sincere,true
Word1: Quick Word2: rapid,true
Word1: Rough Word2: coarse,true
Word1: Difficult Word2: hard,true
Word1: Love Word2: brick,false
Word1: High Word2: low,false
Word1: Sad Word2: clock,false
Word1: Smooth Word2: rough,false
Word1: Finish Word2: complete,true
Word1: Fast Word2: green,false
Word1: Honest Word2: truthful,true
Word1: Narrow Word2: wide,false
Word1: Small Word2: tiny,true
Word1: Capture Word2: release,false
Word1: Day Word2: night,false
Word1: Dark Word2: dim,true
Word1: Angry Word2: mad,true
Word1: Major Word2: minor,false
Word1: Easy Word2: difficult,false
Word1: Beautiful Word2: ugly,false
Word1: Angry Word2: irate,true
Word1: Tired Word2: exhausted,true
Word1: Easy Word2: simple,true
Word1: Optimistic Word2: pessimistic,false
Word1: Begin Word2: commence,true
Word1: Rich Word2: wealthy,true
Word1: Young Word2: youthful,true
Word1: Love Word2: adore,true
Word1: Private Word2: public,false
Word1: Strong Word2: sturdy,true
Word1: Begin Word2: start,true
Word1: Sad Word2: unhappy,true
Word1: Scared Word2: frightened,true
Word1: Far Word2: distant,true
Word1: Dirty Word2: messy,true
Word1: Strong Word2: weak,false
Word1: Important Word2: essential,true
Word1: Colour Word2: purple,false
Word1: Hate Word2: detest,true
Word1: Apple Word2: book,false
Word1: Light Word2: sandwich,false
Word1: Mountain Word2: spoon,false
Word1: Strong Word2: powerful,true
Word1: Jump Word2: leap,true
Word1: Sharp Word2: blunt,false
Word1: Happy Word2: spoon,false
Word1: Clean Word2: tidy,true
Word1: Accept Word2: reject,false
Word1: Fish Word2: bookcase,false
Word1: Full Word2: empty,false
Word1: Success Word2: failure,false
Word1: Old Word2: ancient,true
Word1: End Word2: finish,true
Word1: Car Word2: banana,false
Word1: Help Word2: assist,true
Word1: Protect Word2: attack,false
Word1: Cold Word2: chilly,true
Word1: Happy Word2: sad,false
Word1: Bright Word2: dull,false
Word1: Scared Word2: afraid,true
Word1: Present Word2: absent,false
Word1: Honest Word2: blanket,false
Word1: Cold Word2: hot,false
Word1: Thin Word2: slim,true
Word1: Big Word2: huge,true
Word1: Loud Word2: noisy,true
Word1: Baby Word2: car,false
Word1: Happy Word2: joyful,true
Word1: Sky Word2: music,false
Word1: Loud Word2: silent,false
Word1: Blue Word2: triangle,false
Word1: Silent Word2: quiet,true
Word1: Friendly Word2: hostile,false
Word1: Victory Word2: defeat,false
Word1: Gain Word2: lose,false
Word1: Old Word2: new,false
Word1: Near Word2: close,true
Word1: Funny Word2: humorous,true
Word1: Polite Word2: rude,false
Word1: Warm Word2: hot,true
Word1: Strength Word2: weakness,false
Word1: Sad Word2: sorrowful,true
Word1: Thick Word2: dense,true
Word1: Car Word2: car,true
Word1: Dishonest Word2: deceitful,true
Word1: Big Word2: large,true
Word1: Near Word2: far,false
Word1: Together Word2: apart,false
Word1: Thin Word2: fat,false
Word1: Happy Word2: happy,true
Word1: colour Word2: color,true
Word1: Rich Word2: poor,false
Word1: Raise Word2: lower,false
Word1: Include Word2: exclude,false
Word1: Buy Word2: sell,false
Word1: Weak Word2: frail,true
Word1: Generous Word2: stingy,false
Word1: Delicious Word2: tasty,true
Word1: Sleepy Word2: drowsy,true
Word1: Fast Word2: quick,true
Word1: Trust Word2: doubt,false
Word1: Beautiful Word2: attractive,true
Word1: Dog Word2: table,false
Word1: Job Word2: occupation,true
Word1: Honest Word2: dishonest,false
Word1: Poor Word2: destitute,true
Word1: Hot Word2: pencil,false
Word1: Brave Word2: cowardly,false
Word1: Expand Word2: shrink,false
Word1: Heavy Word2: light,false
Word1: Clean Word2: dirty,false
Word1: Permanent Word2: temporary,false
Word1: Big Word2: melody,false
Word1: Water Word2: chair,false
Word1: Soft Word2: smooth,true
Word1: Loud Word2: tree,false
Word1: Big Word2: tiny,false
Word1: Tall Word2: ketchup,false
Word1: Begin Word2: end,false
Word1: Entrance Word2: exit,false
Word1: Common Word2: rare,false
Word1: Clean Word2: spotless,true
Word1: Light Word2: dark,false
Word1: Fast Word2: slow,false
Word1: Bright Word2: luminous,true
Word1: Child Word2: kid,true
Word1: Car Word2: van,false
Word1: Love Word2: hate,false
Word1: Deep Word2: shallow,false
Word1: Jump Word2: sweater,false
Word1: Smart Word2: intelligent,true
Word1: Visible Word2: invisible,false
Word1: Honest Word2: sincere,true
Word1: Quick Word2: rapid,true
Word1: Rough Word2: coarse,true
Word1: Difficult Word2: hard,true
Word1: Love Word2: brick,false
Word1: High Word2: low,false
